miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
hsa-mir-6728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6730	1	0.233508	1	0.387345	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6731	0	0	0	0	1	0.496241	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6733	2	0.467016	0	0	0	0	1	0.537715	1	0.392729	0	0	0	0	0	0	1	0.344665	2	0.646166	0	0	0	0	3	0.950116	0	0
hsa-mir-6734	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6735	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-6737	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-6740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6746	0	0	1	0.387345	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6747	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-6748	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	1	0.323083	1	0.360994	0	0	0	0	1	0.430777
hsa-mir-6749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-675	107	24.985342	130	50.354827	64	31.759422	8	4.301721	87	34.167384	192	81.361896	227	76.36762	38	18.799615	378	130.283235	439	141.83334	84	30.32353	259	72.586899	69	21.852669	35	15.0772
hsa-mir-6750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6751	0	0	1	0.387345	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-6752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6755	3	0.700524	1	0.387345	1	0.496241	2	1.07543	2	0.785457	3	1.27128	3	1.009264	1	0.494727	3	1.033994	2	0.646166	1	0.360994	3	0.840775	3	0.950116	1	0.430777
hsa-mir-6756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-6757	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6758	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	1	0.323083	0	0	1	0.280258	0	0	0	0
hsa-mir-6759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-676	3	0.700524	6	2.324069	5	2.481205	5	2.688575	3	1.178186	3	1.27128	7	2.354949	2	0.989453	2	0.689329	1	0.323083	4	1.443978	4	1.121033	3	0.950116	1	0.430777
hsa-mir-6760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6761	0	0	4	1.549379	1	0.496241	0	0	1	0.392729	1	0.42376	1	0.336421	0	0	2	0.689329	1	0.323083	1	0.360994	4	1.121033	1	0.316705	4	1.723109
hsa-mir-6762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-6763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6764	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	1	0.494727	0	0	0	0	1	0.360994	1	0.280258	0	0	0	0
hsa-mir-6765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6766	0	0	1	0.387345	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-6768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6769a	0	0	0	0	0	0	0	0	0	0	1	0.42376	1	0.336421	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-6769b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6770-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6770-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6770-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	1	0.316705	0	0
hsa-mir-6774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-6775	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-6777	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	2	0.646166	2	0.721989	0	0	1	0.316705	0	0
hsa-mir-6778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6779	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6780a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-6780b	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6781	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-6783	0	0	0	0	0	0	0	0	0	0	1	0.42376	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6784	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-6785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6788	0	0	1	0.387345	0	0	0	0	0	0	1	0.42376	1	0.336421	1	0.494727	1	0.344665	1	0.323083	0	0	0	0	2	0.633411	0	0
hsa-mir-6789	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6793	0	0	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	2	0.689329	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-6794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-6797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6798	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	1	0.344665	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-6799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6802	0	0	2	0.77469	2	0.992482	1	0.537715	0	0	0	0	0	0	0	0	1	0.344665	1	0.323083	1	0.360994	4	1.121033	1	0.316705	0	0
hsa-mir-6803	1	0.233508	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6805	0	0	0	0	0	0	0	0	1	0.392729	1	0.42376	0	0	1	0.494727	1	0.344665	0	0	1	0.360994	1	0.280258	0	0	0	0
hsa-mir-6806	3	0.700524	5	1.936724	2	0.992482	1	0.537715	1	0.392729	4	1.69504	6	2.018527	0	0	3	1.033994	0	0	8	2.887955	0	0	1	0.316705	3	1.292331
hsa-mir-6807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-6808	0	0	0	0	0	0	0	0	1	0.392729	0	0	1	0.336421	0	0	0	0	0	0	1	0.360994	3	0.840775	1	0.316705	2	0.861554
hsa-mir-6809	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	1	0.360994	0	0	1	0.316705	1	0.430777
hsa-mir-6810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-6811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6813	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6814	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	1	0.344665	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-6815	0	0	0	0	0	0	0	0	1	0.392729	0	0	1	0.336421	0	0	0	0	0	0	3	1.082983	1	0.280258	0	0	2	0.861554
hsa-mir-6816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6817	0	0	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6820	1	0.233508	0	0	0	0	0	0	2	0.785457	4	1.69504	2	0.672842	0	0	1	0.344665	1	0.323083	2	0.721989	2	0.560517	4	1.266821	0	0
hsa-mir-6821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6827	0	0	1	0.387345	0	0	1	0.537715	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-6833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	1	0.280258	1	0.316705	0	0
hsa-mir-6834	0	0	0	0	0	0	1	0.537715	1	0.392729	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-6835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6837	3	0.700524	5	1.936724	2	0.992482	3	1.613145	1	0.392729	8	3.390079	3	1.009264	1	0.494727	1	0.344665	0	0	5	1.804972	2	0.560517	4	1.266821	4	1.723109
hsa-mir-6838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6839	0	0	0	0	0	0	1	0.537715	0	0	1	0.42376	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6842	2	0.467016	0	0	4	1.984964	1	0.537715	3	1.178186	0	0	4	1.345685	2	0.989453	4	1.378659	6	1.938497	3	1.082983	4	1.121033	0	0	0	0
hsa-mir-6843	1	0.233508	0	0	1	0.496241	0	0	0	0	1	0.42376	3	1.009264	1	0.494727	4	1.378659	0	0	1	0.360994	3	0.840775	0	0	2	0.861554
hsa-mir-6844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6850	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-6851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	1	0.360994	1	0.280258	0	0	1	0.430777
hsa-mir-6852	0	0	1	0.387345	0	0	0	0	1	0.392729	0	0	0	0	1	0.494727	1	0.344665	0	0	1	0.360994	2	0.560517	0	0	0	0
hsa-mir-6853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.430777
hsa-mir-6854	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	1	0.323083	1	0.360994	0	0	4	1.266821	3	1.292331
hsa-mir-6855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6856	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6857	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.633411	0	0
hsa-mir-6858	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6859-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6859-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6859-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	2	0.689329	0	0	1	0.360994	1	0.280258	0	0	0	0
hsa-mir-6861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6862-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6862-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6864	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	1	0.316705	0	0
hsa-mir-6865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-6867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6868	1	0.233508	0	0	0	0	3	1.613145	1	0.392729	0	0	2	0.672842	0	0	0	0	2	0.646166	2	0.721989	0	0	2	0.633411	0	0
hsa-mir-6869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6870	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6871	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6874	2	0.467016	1	0.387345	0	0	1	0.537715	0	0	2	0.84752	0	0	0	0	1	0.344665	2	0.646166	1	0.360994	1	0.280258	1	0.316705	0	0
hsa-mir-6875	0	0	0	0	1	0.496241	1	0.537715	0	0	1	0.42376	1	0.336421	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-6876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6877	3	0.700524	1	0.387345	0	0	0	0	1	0.392729	2	0.84752	0	0	1	0.494727	0	0	2	0.646166	0	0	0	0	1	0.316705	0	0
hsa-mir-6878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6879	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	3	1.48418	0	0	0	0	0	0	0	0	2	0.633411	0	0
hsa-mir-6880	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-6881	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6882	1	0.233508	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	1	0.344665	1	0.323083	0	0	1	0.280258	0	0	0	0
hsa-mir-6883	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	1	0.280258	0	0	1	0.430777
hsa-mir-6884	0	0	0	0	0	0	0	0	2	0.785457	0	0	1	0.336421	1	0.494727	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-6885	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	1	0.494727	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-6886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-6888	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6892	38	8.873299	20	7.746896	7	3.473687	17	9.141156	12	4.712743	14	5.932638	21	7.064846	8	3.957814	27	9.305945	18	5.81549	18	6.497899	12	3.3631	25	7.917634	23	9.907874
hsa-mir-6893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6894	2	0.467016	0	0	1	0.496241	0	0	1	0.392729	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6895	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7-1	40	9.340315	27	10.45831	22	10.917301	7	3.764005	31	12.174585	42	17.797915	38	12.784007	21	10.389261	64	22.058537	37	11.954063	40	14.439776	55	15.414206	34	10.767982	18	7.753988
hsa-mir-7-2	0	0	1	0.387345	1	0.496241	0	0	0	0	2	0.84752	0	0	0	0	1	0.344665	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-7-3	1	0.233508	0	0	0	0	2	1.07543	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	1	0.280258	3	0.950116	0	0
hsa-mir-708	194	45.300526	189	73.208172	94	46.646652	113	60.761802	225	88.363924	196	83.056936	175	58.873716	109	53.925211	173	59.626983	210	67.847383	347	125.26506	179	50.166235	116	36.737821	83	35.754502
hsa-mir-7106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
